country,year,CO2_per_capita
ALB,2006,1.282
ALB,2007,1.3240000000000001
ALB,2008,1.486
ALB,2009,1.476
ALB,2010,1.645
ALB,2011,1.778
ALB,2012,1.694
ALB,2013,1.839
ALB,2014,2.0910000000000002
ALB,2015,1.6259999999999999
ALB,2016,1.5720000000000001
ALB,2017,1.8440000000000001
ALB,2018,1.7949999999999999
ALB,2019,1.712
ALB,2020,1.694
AND,1990,7.6600000000000001
AND,1991,7.109
AND,1992,6.6929999999999996
AND,1993,6.4260000000000002
AND,1994,6.2359999999999998
AND,1995,6.6479999999999997
AND,1996,7.0979999999999999
AND,1997,7.1900000000000004
AND,1998,7.5069999999999997
AND,1999,7.8040000000000003
AND,2000,7.9749999999999996
AND,2001,7.9539999999999997
AND,2002,7.9859999999999998
AND,2003,7.6959999999999997
AND,2004,7.5899999999999999
AND,2005,7.476
AND,2006,6.8579999999999997
AND,2007,6.5759999999999996
AND,2008,6.4489999999999998
AND,2009,6.157
AND,2010,6.4000000000000004
AND,2011,6.3109999999999999
AND,2012,6.3399999999999999
AND,2013,6.3319999999999999
AND,2014,6.2590000000000003
AND,2015,6.4450000000000003
AND,2016,6.5469999999999997
AND,2017,6.4059999999999997
AND,2018,6.6280000000000001
AND,2019,6.4189999999999996
AND,2020,4.8760000000000003
ARE,1990,27.346
ARE,1991,28.353999999999999
ARE,1992,27.428999999999998
ARE,1993,29.626000000000001
ARE,1994,32.363999999999997
ARE,1995,29.931999999999999
ARE,1996,29.195
ARE,1997,26.015999999999998
ARE,1998,26.516999999999999
ARE,1999,23.835000000000001
ARE,2000,32.137999999999998
ARE,2001,27.364999999999998
ARE,2002,21.536000000000001
ARE,2003,25.547000000000001
ARE,2004,25.393999999999998
ARE,2005,24.710999999999999
ARE,2006,24.5
ARE,2007,23.841999999999999
ARE,2008,24.597999999999999
ARE,2009,25.210000000000001
ARE,2010,26.786000000000001
ARE,2011,27.574000000000002
ARE,2012,27.786999999999999
ARE,2013,27.347999999999999
ARE,2014,26.045000000000002
ARE,2015,25.943000000000001
ARE,2016,25.234999999999999
ARE,2017,21.279
ARE,2018,21.837
ARE,2019,21.760000000000002
ARE,2020,22.783000000000001
ARG,1990,3.4249999999999998
ARG,1991,3.5430000000000001
ARG,1992,3.6059999999999999
ARG,1993,3.456
ARG,1994,3.4239999999999999
ARG,1995,3.5760000000000001
ARG,1996,3.7010000000000001
ARG,1997,3.7999999999999998
ARG,1998,3.835
ARG,1999,4.032
ARG,2000,3.8519999999999999
ARG,2001,3.5880000000000001
ARG,2002,3.2850000000000001
ARG,2003,3.4980000000000002
ARG,2004,4.0510000000000002
ARG,2005,4.1239999999999997
ARG,2006,4.4000000000000004
ARG,2007,4.3419999999999996
ARG,2008,4.641
ARG,2009,4.3659999999999997
ARG,2010,4.508
ARG,2011,4.5499999999999998
ARG,2012,4.5469999999999997
ARG,2013,4.4509999999999996
ARG,2014,4.3819999999999997
ARG,2015,4.4119999999999999
ARG,2016,4.3280000000000003
ARG,2017,4.2240000000000002
ARG,2018,4.0869999999999997
ARG,2019,4.0119999999999996
ARG,2020,3.6429999999999998
ARM,1990,2.5350000000000001
ARM,1991,2.0430000000000001
ARM,1992,1.6020000000000001
ARM,1993,0.72699999999999998
ARM,1994,0.79800000000000004
ARM,1995,1.0169999999999999
ARM,1996,0.76300000000000001
ARM,1997,1.002
ARM,1998,1.0660000000000001
ARM,1999,0.95999999999999996
ARM,2000,1.117
ARM,2001,1.145
ARM,2002,1.0069999999999999
ARM,2003,1.137
ARM,2004,1.2210000000000001
ARM,2005,1.456
ARM,2006,1.472
ARM,2007,1.714
ARM,2008,1.883
ARM,2009,1.4810000000000001
ARM,2010,1.452
ARM,2011,1.7
ARM,2012,1.9670000000000001
ARM,2013,1.8939999999999999
ARM,2014,1.9179999999999999
ARM,2015,1.8720000000000001
ARM,2016,1.784
ARM,2017,1.899
ARM,2018,2.0009999999999999
ARM,2019,2.1640000000000001
ARM,2020,2.351
ATG,1990,3.8330000000000002
ATG,1991,3.9289999999999998
ATG,1992,3.867
ATG,1993,3.9100000000000001
ATG,1994,4
ATG,1995,3.9750000000000001
ATG,1996,4.1040000000000001
ATG,1997,4.3310000000000004
ATG,1998,4.452
ATG,1999,4.6740000000000004
ATG,2000,4.7430000000000003
ATG,2001,4.9119999999999999
ATG,2002,5.2309999999999999
ATG,2003,5.5499999999999998
ATG,2004,5.7240000000000002
ATG,2005,6.0279999999999996
ATG,2006,6.4080000000000004
ATG,2007,6.5460000000000003
ATG,2008,6.4950000000000001
ATG,2009,6.6150000000000002
ATG,2010,6.4400000000000004
ATG,2011,6.3220000000000001
ATG,2012,6.3810000000000002
ATG,2013,6.3230000000000004
ATG,2014,6.3970000000000002
ATG,2015,6.4740000000000002
ATG,2016,6.5970000000000004
ATG,2017,6.641
ATG,2018,6.7690000000000001
ATG,2019,6.9770000000000003
ATG,2020,6.7009999999999996
AUS,1990,16.236000000000001
AUS,1991,16.103000000000002
AUS,1992,16.207999999999998
AUS,1993,16.294
AUS,1994,16.405000000000001
AUS,1995,16.853000000000002
AUS,1996,17.036000000000001
AUS,1997,17.306000000000001
AUS,1998,17.861000000000001
AUS,1999,18.184999999999999
AUS,2000,18.288
AUS,2001,18.469000000000001
AUS,2002,18.495000000000001
AUS,2003,18.707999999999998
AUS,2004,19.056000000000001
AUS,2005,18.975000000000001
AUS,2006,19.007000000000001
AUS,2007,19.036000000000001
AUS,2008,18.917999999999999
AUS,2009,18.683
AUS,2010,18.292999999999999
AUS,2011,17.966000000000001
AUS,2012,17.722000000000001
AUS,2013,17.122
AUS,2014,16.638999999999999
AUS,2015,16.727
AUS,2016,16.838000000000001
AUS,2017,16.716000000000001
AUS,2018,16.512
AUS,2019,16.283000000000001
AUS,2020,15.481
AUT,1990,8.0980000000000008
AUT,1991,8.4809999999999999
AUT,1992,7.6879999999999997
AUT,1993,7.6779999999999999
AUT,1994,7.694
AUT,1995,8.0579999999999998
AUT,1996,8.468
AUT,1997,8.4450000000000003
AUT,1998,8.3900000000000006
AUT,1999,8.2149999999999999
AUT,2000,8.2620000000000005
AUT,2001,8.7279999999999998
AUT,2002,8.9079999999999995
AUT,2003,9.5299999999999994
AUT,2004,9.5079999999999991
AUT,2005,9.6120000000000001
AUT,2006,9.2859999999999996
AUT,2007,8.9299999999999997
AUT,2008,8.827
AUT,2009,8.0649999999999995
AUT,2010,8.6069999999999993
AUT,2011,8.327
AUT,2012,7.9770000000000003
AUT,2013,7.9889999999999999
AUT,2014,7.5060000000000002
AUT,2015,7.6769999999999996
AUT,2016,7.6929999999999996
AUT,2017,7.9100000000000001
AUT,2018,7.5289999999999999
AUT,2019,7.6509999999999998
AUT,2020,6.9699999999999998
AZE,1990,7.101
AZE,1991,6.8460000000000001
AZE,1992,7.585
AZE,1993,6.4509999999999996
AZE,1994,5.5129999999999999
AZE,1995,4.3150000000000004
AZE,1996,3.9900000000000002
AZE,1997,3.7599999999999998
AZE,1998,3.96
AZE,1999,3.5579999999999998
AZE,2000,3.641
AZE,2001,3.444
AZE,2002,3.431
AZE,2003,3.629
AZE,2004,3.7989999999999999
AZE,2005,3.9769999999999999
AZE,2006,3.9630000000000001
AZE,2007,3.4020000000000001
AZE,2008,3.694
AZE,2009,3.2170000000000001
AZE,2010,3.012
AZE,2011,3.2639999999999998
AZE,2012,3.4950000000000001
AZE,2013,3.5310000000000001
AZE,2014,3.5659999999999998
AZE,2015,3.556
AZE,2016,3.5190000000000001
AZE,2017,3.4809999999999999
AZE,2018,3.444
AZE,2019,3.734
AZE,2020,3.5590000000000002
BDI,1990,0.036999999999999998
BDI,1991,0.042000000000000003
BDI,1992,0.036999999999999998
BDI,1993,0.040000000000000001
BDI,1994,0.041000000000000002
BDI,1995,0.039
BDI,1996,0.040000000000000001
BDI,1997,0.041000000000000002
BDI,1998,0.040000000000000001
BDI,1999,0.040000000000000001
BDI,2000,0.042000000000000003
BDI,2001,0.031
BDI,2002,0.031
BDI,2003,0.024
BDI,2004,0.027
BDI,2005,0.021000000000000001
BDI,2006,0.024
BDI,2007,0.023
BDI,2008,0.024
BDI,2009,0.024
BDI,2010,0.035999999999999997
BDI,2011,0.042999999999999997
BDI,2012,0.039
BDI,2013,0.042000000000000003
BDI,2014,0.033000000000000002
BDI,2015,0.032000000000000001
BDI,2016,0.037999999999999999
BDI,2017,0.044999999999999998
BDI,2018,0.053999999999999999
BDI,2019,0.056000000000000001
BDI,2020,0.058999999999999997
BEL,1990,12.081
BEL,1991,12.340999999999999
BEL,1992,12.196
BEL,1993,12.042999999999999
BEL,1994,12.34
BEL,1995,12.426
BEL,1996,12.75
BEL,1997,12.180999999999999
BEL,1998,12.766
BEL,1999,12.195
BEL,2000,12.366
BEL,2001,12.257
BEL,2002,12.279
BEL,2003,12.364000000000001
BEL,2004,12.359999999999999
BEL,2005,11.992000000000001
BEL,2006,11.746
BEL,2007,11.34
BEL,2008,11.224
BEL,2009,9.9700000000000006
BEL,2010,10.475
BEL,2011,9.5259999999999998
BEL,2012,9.2270000000000003
BEL,2013,9.2129999999999992
BEL,2014,8.6600000000000001
BEL,2015,8.9870000000000001
BEL,2016,8.8079999999999998
BEL,2017,8.7270000000000003
BEL,2018,8.7720000000000002
BEL,2019,8.6850000000000005
BEL,2020,7.9080000000000004
BEN,1990,0.11
BEN,1991,0.114
BEN,1992,0.11899999999999999
BEN,1993,0.13700000000000001
BEN,1994,0.14999999999999999
BEN,1995,0.154
BEN,1996,0.185
BEN,1997,0.186
BEN,1998,0.16400000000000001
BEN,1999,0.20899999999999999
BEN,2000,0.20399999999999999
BEN,2001,0.22700000000000001
BEN,2002,0.27500000000000002
BEN,2003,0.30299999999999999
BEN,2004,0.318
BEN,2005,0.29499999999999998
BEN,2006,0.38500000000000001
BEN,2007,0.439
BEN,2008,0.42499999999999999
BEN,2009,0.44400000000000001
BEN,2010,0.47799999999999998
BEN,2011,0.44400000000000001
BEN,2012,0.42299999999999999
BEN,2013,0.42599999999999999
BEN,2014,0.433
BEN,2015,0.46800000000000003
BEN,2016,0.45400000000000001
BEN,2017,0.46100000000000002
BEN,2018,0.45800000000000002
BEN,2019,0.41399999999999998
BEN,2020,0.42399999999999999
BFA,1990,0.065000000000000002
BFA,1991,0.068000000000000005
BFA,1992,0.066000000000000003
BFA,1993,0.064000000000000001
BFA,1994,0.065000000000000002
BFA,1995,0.064000000000000001
BFA,1996,0.068000000000000005
BFA,1997,0.070000000000000007
BFA,1998,0.074999999999999997
BFA,1999,0.089999999999999997
BFA,2000,0.078
BFA,2001,0.086999999999999994
BFA,2002,0.084000000000000005
BFA,2003,0.090999999999999998
BFA,2004,0.082000000000000003
BFA,2005,0.079000000000000001
BFA,2006,0.085000000000000006
BFA,2007,0.109
BFA,2008,0.11899999999999999
BFA,2009,0.11700000000000001
BFA,2010,0.123
BFA,2011,0.129
BFA,2012,0.152
BFA,2013,0.159
BFA,2014,0.157
BFA,2015,0.19900000000000001
BFA,2016,0.20599999999999999
BFA,2017,0.23200000000000001
BFA,2018,0.25600000000000001
BFA,2019,0.26800000000000002
BFA,2020,0.26200000000000001
BGD,1990,0.126
BGD,1991,0.13
BGD,1992,0.13300000000000001
BGD,1993,0.13600000000000001
BGD,1994,0.14599999999999999
BGD,1995,0.17199999999999999
BGD,1996,0.17199999999999999
BGD,1997,0.182
BGD,1998,0.17899999999999999
BGD,1999,0.19
BGD,2000,0.19700000000000001
BGD,2001,0.22700000000000001
BGD,2002,0.23000000000000001
BGD,2003,0.23799999999999999
BGD,2004,0.252
BGD,2005,0.26100000000000001
BGD,2006,0.28499999999999998
BGD,2007,0.28799999999999998
BGD,2008,0.30299999999999999
BGD,2009,0.32600000000000001
BGD,2010,0.35499999999999998
BGD,2011,0.36199999999999999
BGD,2012,0.38500000000000001
BGD,2013,0.41399999999999998
BGD,2014,0.42799999999999999
BGD,2015,0.48299999999999998
BGD,2016,0.50800000000000001
BGD,2017,0.53400000000000003
BGD,2018,0.53000000000000003
BGD,2019,0.57499999999999996
BGD,2020,0.57599999999999996
BGR,1990,8.6869999999999994
BGR,1991,7.0750000000000002
BGR,1992,6.7009999999999996
BGR,1993,6.8959999999999999
BGR,1994,6.6989999999999998
BGR,1995,6.9299999999999997
BGR,1996,7.0510000000000002
BGR,1997,6.7910000000000004
BGR,1998,6.5259999999999998
BGR,1999,5.7480000000000002
BGR,2000,5.6870000000000003
BGR,2001,6.1829999999999998
BGR,2002,5.8689999999999998
BGR,2003,6.4699999999999998
BGR,2004,6.3920000000000003
BGR,2005,6.5759999999999996
BGR,2006,6.7850000000000001
BGR,2007,7.3380000000000001
BGR,2008,7.1689999999999996
BGR,2009,6.1100000000000003
BGR,2010,6.4290000000000003
BGR,2011,7.1980000000000004
BGR,2012,6.5979999999999999
BGR,2013,5.8620000000000001
BGR,2014,6.2530000000000001
BGR,2015,6.7050000000000001
BGR,2016,6.3620000000000001
BGR,2017,6.7060000000000004
BGR,2018,6.1929999999999996
BGR,2019,6.0490000000000004
BGR,2020,5.274
BHR,1990,22.327000000000002
BHR,1991,21.300000000000001
BHR,1992,18.989999999999998
BHR,1993,29.757999999999999
BHR,1994,24.832000000000001
BHR,1995,24.853999999999999
BHR,1996,26.195
BHR,1997,27.597000000000001
BHR,1998,28.582999999999998
BHR,1999,27.885000000000002
BHR,2000,28.672999999999998
BHR,2001,28.114999999999998
BHR,2002,26.736999999999998
BHR,2003,25.856000000000002
BHR,2004,24.331
BHR,2005,26.256
BHR,2006,24.166
BHR,2007,25.18
BHR,2008,26.344000000000001
BHR,2009,23.773
BHR,2010,24.02
BHR,2011,23.654
BHR,2012,22.364999999999998
BHR,2013,24.838999999999999
BHR,2014,23.59
BHR,2015,23.744
BHR,2016,22.129000000000001
BHR,2017,22.210999999999999
BHR,2018,21.832999999999998
BHR,2019,25.318999999999999
BHR,2020,25.238
BHS,1990,7.3289999999999997
BHS,1991,7.1130000000000004
BHS,1992,6.5350000000000001
BHS,1993,5.9859999999999998
BHS,1994,5.968
BHS,1995,6.101
BHS,1996,5.9219999999999997
BHS,1997,5.173
BHS,1998,6.3090000000000002
BHS,1999,6.3620000000000001
BHS,2000,6.2569999999999997
BHS,2001,5.9340000000000002
BHS,2002,6.1319999999999997
BHS,2003,6.1680000000000001
BHS,2004,6.0279999999999996
BHS,2005,5.54
BHS,2006,5.3220000000000001
BHS,2007,5.2990000000000004
BHS,2008,5.3609999999999998
BHS,2009,5.9379999999999997
BHS,2010,6.0720000000000001
BHS,2011,5.6769999999999996
BHS,2012,5.4550000000000001
BHS,2013,5.2599999999999998
BHS,2014,5.3959999999999999
BHS,2015,5.79
BHS,2016,5.7880000000000003
BHS,2017,6.4550000000000001
BHS,2018,6.2510000000000003
BHS,2019,6.3869999999999996
BHS,2020,5.1829999999999998
BIH,1990,4.4669999999999996
BIH,1991,3.1539999999999999
BIH,1992,3.5489999999999999
BIH,1993,3.222
BIH,1994,0.85999999999999999
BIH,1995,0.91700000000000004
BIH,1996,1.0940000000000001
BIH,1997,2.0819999999999999
BIH,1998,2.5800000000000001
BIH,1999,2.5019999999999998
BIH,2000,3.294
BIH,2001,3.173
BIH,2002,3.3839999999999999
BIH,2003,3.4359999999999999
BIH,2004,3.734
BIH,2005,3.9169999999999998
BIH,2006,4.2789999999999999
BIH,2007,4.3540000000000001
BIH,2008,5.0549999999999997
BIH,2009,5.2930000000000001
BIH,2010,5.548
BIH,2011,6.351
BIH,2012,6.032
BIH,2013,6.0380000000000003
BIH,2014,5.4169999999999998
BIH,2015,5.2469999999999999
BIH,2016,6.258
BIH,2017,6.4610000000000003
BIH,2018,6.5190000000000001
BIH,2019,6.2199999999999998
BIH,2020,6.3140000000000001
BLR,1990,10.648
BLR,1991,10.220000000000001
BLR,1992,9.1600000000000001
BLR,1993,7.8769999999999998
BLR,1994,6.6459999999999999
BLR,1995,5.9829999999999997
BLR,1996,6.085
BLR,1997,6.0949999999999998
BLR,1998,5.9699999999999998
BLR,1999,5.7850000000000001
BLR,2000,5.5060000000000002
BLR,2001,5.444
BLR,2002,5.4640000000000004
BLR,2003,5.6349999999999998
BLR,2004,5.9960000000000004
BLR,2005,6.1440000000000001
BLR,2006,6.4329999999999998
BLR,2007,6.3029999999999999
BLR,2008,6.6040000000000001
BLR,2009,6.3769999999999998
BLR,2010,6.5869999999999997
BLR,2011,6.4770000000000003
BLR,2012,6.6139999999999999
BLR,2013,6.7779999999999996
BLR,2014,6.7249999999999996
BLR,2015,6.2009999999999996
BLR,2016,6.1260000000000003
BLR,2017,6.2599999999999998
BLR,2018,6.5579999999999998
BLR,2019,6.5890000000000004
BLR,2020,6.3230000000000004
BLZ,1990,1.7010000000000001
BLZ,1991,2.1739999999999999
BLZ,1992,1.861
BLZ,1993,1.9359999999999999
BLZ,1994,1.877
BLZ,1995,1.8480000000000001
BLZ,1996,1.4630000000000001
BLZ,1997,1.786
BLZ,1998,1.643
BLZ,1999,1.4930000000000001
BLZ,2000,1.643
BLZ,2001,1.8
BLZ,2002,1.6890000000000001
BLZ,2003,1.639
BLZ,2004,1.4430000000000001
BLZ,2005,1.4930000000000001
BLZ,2006,1.54
BLZ,2007,1.5960000000000001
BLZ,2008,1.4199999999999999
BLZ,2009,1.641
BLZ,2010,1.6819999999999999
BLZ,2011,1.746
BLZ,2012,1.413
BLZ,2013,1.3839999999999999
BLZ,2014,1.4390000000000001
BLZ,2015,1.923
BLZ,2016,1.8480000000000001
BLZ,2017,1.7869999999999999
BLZ,2018,1.7350000000000001
BLZ,2019,1.994
BLZ,2020,1.6719999999999999
BMU,1990,8.7170000000000005
BMU,1991,9.2850000000000001
BMU,1992,7.9009999999999998
BMU,1993,9.1549999999999994
BMU,1994,8.9719999999999995
BMU,1995,8.9220000000000006
BMU,1996,8.8179999999999996
BMU,1997,8.7040000000000006
BMU,1998,8.577
BMU,1999,8.3900000000000006
BMU,2000,8.391
BMU,2001,8.5250000000000004
BMU,2002,8.9589999999999996
BMU,2003,8.9830000000000005
BMU,2004,9.3100000000000005
BMU,2005,9.2870000000000008
BMU,2006,10.433999999999999
BMU,2007,11.568
BMU,2008,10.183999999999999
BMU,2009,7.4329999999999998
BMU,2010,9.484
BMU,2011,6.9539999999999997
BMU,2012,5.7549999999999999
BMU,2013,8.4120000000000008
BMU,2014,10.493
BMU,2015,8.5419999999999998
BMU,2016,9.6989999999999998
BMU,2017,10.081
BMU,2018,10.903
BMU,2019,9.2560000000000002
BMU,2020,6.7699999999999996
BOL,1990,1.405
BOL,1991,1.4430000000000001
BOL,1992,1.484
BOL,1993,1.5249999999999999
BOL,1994,1.2490000000000001
BOL,1995,1.147
BOL,1996,1.25
BOL,1997,1.4359999999999999
BOL,1998,1.355
BOL,1999,1.294
BOL,2000,0.98099999999999998
BOL,2001,1
BOL,2002,1.1699999999999999
BOL,2003,1.214
BOL,2004,1.2010000000000001
BOL,2005,1.3180000000000001
BOL,2006,1.2989999999999999
BOL,2007,1.3149999999999999
BOL,2008,1.3220000000000001
BOL,2009,1.361
BOL,2010,1.454
BOL,2011,1.5509999999999999
BOL,2012,1.671
BOL,2013,1.6639999999999999
BOL,2014,1.8340000000000001
BOL,2015,1.8069999999999999
BOL,2016,1.901
BOL,2017,1.9550000000000001
BOL,2018,1.956
BOL,2019,1.9370000000000001
BOL,2020,1.55
BRA,1990,1.466
BRA,1991,1.512
BRA,1992,1.514
BRA,1993,1.5580000000000001
BRA,1994,1.595
BRA,1995,1.661
BRA,1996,1.762
BRA,1997,1.8420000000000001
BRA,1998,1.8759999999999999
BRA,1999,1.907
BRA,2000,1.9550000000000001
BRA,2001,1.9630000000000001
BRA,2002,1.948
BRA,2003,1.9079999999999999
BRA,2004,1.9790000000000001
BRA,2005,1.9730000000000001
BRA,2006,1.976
BRA,2007,2.0710000000000002
BRA,2008,2.1680000000000001
BRA,2009,2.0289999999999999
BRA,2010,2.2730000000000001
BRA,2011,2.3650000000000002
BRA,2012,2.5270000000000001
BRA,2013,2.6779999999999999
BRA,2014,2.7810000000000001
BRA,2015,2.6190000000000002
BRA,2016,2.4199999999999999
BRA,2017,2.4289999999999998
BRA,2018,2.3119999999999998
BRA,2019,2.298
BRA,2020,2.1469999999999998
BRB,1990,4.0110000000000001
BRB,1991,4.5629999999999997
BRB,1992,4.4729999999999999
BRB,1993,3.5840000000000001
BRB,1994,3.593
BRB,1995,3.903
BRB,1996,4.0019999999999998
BRB,1997,4.4039999999999999
BRB,1998,4.6779999999999999
BRB,1999,4.9580000000000002
BRB,2000,4.9950000000000001
BRB,2001,4.9820000000000002
BRB,2002,4.9850000000000003
BRB,2003,5.1109999999999998
BRB,2004,5.1879999999999997
BRB,2005,5.3179999999999996
BRB,2006,5.4480000000000004
BRB,2007,5.415
BRB,2008,6.3559999999999999
BRB,2009,6.2000000000000002
BRB,2010,5.6920000000000002
BRB,2011,5.8890000000000002
BRB,2012,5.6120000000000001
BRB,2013,5.5460000000000003
BRB,2014,4.9130000000000003
BRB,2015,4.7839999999999998
BRB,2016,4.9050000000000002
BRB,2017,4.9939999999999998
BRB,2018,5.1539999999999999
BRB,2019,4.9500000000000002
BRB,2020,4.4569999999999999
BRN,1990,19.617999999999999
BRN,1991,25.994
BRN,1992,24.712
BRN,1993,21.126000000000001
BRN,1994,18.629999999999999
BRN,1995,20.207000000000001
BRN,1996,19.989000000000001
BRN,1997,20.234999999999999
BRN,1998,17.911000000000001
BRN,1999,18.716000000000001
BRN,2000,18.032
BRN,2001,17.273
BRN,2002,15.539999999999999
BRN,2003,17.710999999999999
BRN,2004,16.907
BRN,2005,15.124000000000001
BRN,2006,19.588999999999999
BRN,2007,21.777000000000001
BRN,2008,24.260000000000002
BRN,2009,20.119
BRN,2010,20.434999999999999
BRN,2011,23.925000000000001
BRN,2012,23.423999999999999
BRN,2013,18.545999999999999
BRN,2014,21.190000000000001
BRN,2015,16.420999999999999
BRN,2016,17.852
BRN,2017,21.510000000000002
BRN,2018,21.335999999999999
BRN,2019,21.605
BRN,2020,24.937000000000001
BTN,1990,0.315
BTN,1991,0.31
BTN,1992,0.372
BTN,1993,0.32800000000000001
BTN,1994,0.38300000000000001
BTN,1995,0.45400000000000001
BTN,1996,0.54400000000000004
BTN,1997,0.69799999999999995
BTN,1998,0.67600000000000005
BTN,1999,0.66200000000000003
BTN,2000,0.66500000000000004
BTN,2001,0.75900000000000001
BTN,2002,0.79100000000000004
BTN,2003,0.77500000000000002
BTN,2004,0.67000000000000004
BTN,2005,0.82499999999999996
BTN,2006,0.61299999999999999
BTN,2007,0.58499999999999996
BTN,2008,0.94199999999999995
BTN,2009,0.98399999999999999
BTN,2010,1.2909999999999999
BTN,2011,1.419
BTN,2012,1.603
BTN,2013,1.75
BTN,2014,1.8169999999999999
BTN,2015,1.9359999999999999
BTN,2016,2.0859999999999999
BTN,2017,2.1859999999999999
BTN,2018,2.214
BTN,2019,2.0459999999999998
BTN,2020,1.5760000000000001
BWA,1990,2.0680000000000001
BWA,1991,1.9630000000000001
BWA,1992,2.012
BWA,1993,2.25
BWA,1994,2.0750000000000002
BWA,1995,2.0310000000000001
BWA,1996,1.794
BWA,1997,1.7809999999999999
BWA,1998,2.0800000000000001
BWA,1999,1.923
BWA,2000,2.2519999999999998
BWA,2001,2.2469999999999999
BWA,2002,2.278
BWA,2003,2.1539999999999999
BWA,2004,2.1549999999999998
BWA,2005,2.226
BWA,2006,2.2050000000000001
BWA,2007,2.2120000000000002
BWA,2008,2.3090000000000002
BWA,2009,1.9370000000000001
BWA,2010,2.2320000000000002
BWA,2011,1.9430000000000001
BWA,2012,2.4079999999999999
BWA,2013,2.645
BWA,2014,3.1539999999999999
BWA,2015,2.4590000000000001
BWA,2016,2.8370000000000002
BWA,2017,3.117
BWA,2018,3.3239999999999998
BWA,2019,3.21
BWA,2020,2.617
CAF,1990,0.064000000000000001
CAF,1991,0.064000000000000001
CAF,1992,0.063
CAF,1993,0.063
CAF,1994,0.064000000000000001
CAF,1995,0.062
CAF,1996,0.062
CAF,1997,0.060999999999999999
CAF,1998,0.060999999999999999
CAF,1999,0.062
CAF,2000,0.032000000000000001
CAF,2001,0.035999999999999997
CAF,2002,0.029000000000000001
CAF,2003,0.028000000000000001
CAF,2004,0.029999999999999999
CAF,2005,0.029999999999999999
CAF,2006,0.032000000000000001
CAF,2007,0.034000000000000002
CAF,2008,0.033000000000000002
CAF,2009,0.034000000000000002
CAF,2010,0.037999999999999999
CAF,2011,0.034000000000000002
CAF,2012,0.040000000000000001
